flag,gemini-3-pro-preview-maxthinking-gcli.csv,glm-4.6.csv,gemini-2.5-pro-maxthinking-gcli.csv,kimi-k2-thinking.csv,doubao.csv,merged_comparison.csv,qwen3-max.csv,deepseek-reasoner.csv,same?,final_category
omit-default-ctors,,,,,,,Ignition,,yes,Ignition
opt,,,,,,,Turbofan,,yes,Turbofan
optimize-for-size,,,,,,,Optimization,,yes,Optimization
optimize-gc-for-battery,,,,,,,GC/Memory,,yes,GC/Memory
optimize-maglev-optimizes-to-turbofan,,,,,,,Turbofan,,yes,Turbofan
optimize-on-next-call-optimizes-to-maglev,,,,,,,Maglev,,yes,Maglev
osr-from-maglev,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
osr-from-maglev-interrupt-scale-factor,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
osr-to-tierup,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
page-pool-timeout,,,,,,,GC/Memory,,yes,GC/Memory
page-promotion,,,,,,,GC/Memory,,yes,GC/Memory
page-promotion-threshold,,,,,,,GC/Memory,,yes,GC/Memory
parallel-compaction,,,,,,,GC/Memory,,yes,GC/Memory
parallel-compile-tasks-for-eager-toplevel,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
parallel-compile-tasks-for-lazy,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
parallel-marking,,,,,,,GC/Memory,,yes,GC/Memory
parallel-pause-for-gc-in-background,,,,,,,GC/Memory,,yes,GC/Memory
parallel-pointer-update,,,,,,,GC/Memory,,yes,GC/Memory
parallel-reclaim-unmodified-wrappers,,,,,,,GC/Memory,,yes,GC/Memory
parallel-scavenge,,,,,,,GC/Memory,,yes,GC/Memory
parallel-weak-ref-clearing,,,,,,,GC/Memory,,yes,GC/Memory
parse-only,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
parser-ablation-amount,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
partial-constant-pool,,,,,,,Generic,,yes,Generic
perf-basic-prof,,,,,,,Trace/Debug,,yes,Trace/Debug
perf-basic-prof-only-functions,,,,,,,Trace/Debug,,yes,Trace/Debug
perf-basic-prof-path,,,,,,,Print,,yes,Print
perf-prof,,,,,,,Trace/Debug,,yes,Trace/Debug
perf-prof-annotate-wasm,,,,,,,Wasm,,yes,Wasm
perf-prof-delete-file,,,,,,,Trace/Debug,,yes,Trace/Debug
perf-prof-path,,,,,,,Print,,yes,Print
perf-prof-unwinding-info,,,,,,,Trace/Debug,,yes,Trace/Debug
perfetto-code-logger,,,,,,,Trace/Debug,,yes,Trace/Debug
precise-object-pinning,,,,,,,GC/Memory,,yes,GC/Memory
preconfigured-old-space-size,,,,,,,GC/Memory,,yes,GC/Memory
predictable,,,,,,,Generic,,yes,Generic
predictable-gc-schedule,,,,,,,GC/Memory,,yes,GC/Memory
preparser-ablation-amount,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
print-all-code,,,,,,,Print,,yes,Print
print-all-exceptions,,,,,,,Trace/Debug,,yes,Trace/Debug
print-ast,,,,,,,Print,,yes,Print
print-break-location,,,,,,,Print,,yes,Print
print-builtin-code,,,,,,,Print,,yes,Print
print-builtin-code-filter,,,,,,,Print,,yes,Print
print-builtin-size,,,,,,,Print,,yes,Print
print-bytecode,,,,,,,Print,,yes,Print
print-bytecode-filter,,,,,,,Print,,yes,Print
print-code,,,,,,,Print,,yes,Print
print-code-verbose,,,,,,,Print,,yes,Print
print-deopt-stress,,,,,,,Print,,yes,Print
print-feature-flags-json,,,,,,,Print,,yes,Print
print-flag-values,,,,,,,Print,,yes,Print
print-global-handles,,,,,,,Print,,yes,Print
print-handles,,,,,,,Print,,yes,Print
print-maglev-code,,,,,,,Print,,yes,Print
print-maglev-deopt-verbose,,,,,,,Print,,yes,Print
print-maglev-graph,,,,,,,Print,,yes,Print
print-maglev-graphs,,,,,,,Print,,yes,Print
print-opt-code,,,,,,,Print,,yes,Print
print-opt-code-filter,,,,,,,Print,,yes,Print
print-opt-source,,,,,,,Print,,yes,Print
print-regexp-bytecode,,,,,,,Print,,yes,Print
print-regexp-code,,,,,,,Print,,yes,Print
print-scopes,,,,,,,Print,,yes,Print
print-turbolev-frontend,,,,,,,Print,,yes,Print
print-wasm-code,,,,,,,Print,,yes,Print
print-wasm-code-function-index,,,,,,,Print,,yes,Print
print-wasm-offheap-memory-size,,,,,,,Print,,yes,Print
print-wasm-stub-code,,,,,,,Print,,yes,Print
prof,,,,,,,Trace/Debug,,yes,Trace/Debug
prof-browser-mode,,,,,,,Trace/Debug,,yes,Trace/Debug
prof-cpp,,,,,,,Trace/Debug,,yes,Trace/Debug
prof-include-idle,,,,,,,Trace/Debug,,yes,Trace/Debug
prof-sampling-interval,,,,,,,Trace/Debug,,yes,Trace/Debug
profile-deserialization,,,,,,,Trace/Debug,,yes,Trace/Debug
profile-guided-optimization,,,,,,,Optimization,,yes,Optimization
profile-guided-optimization-for-empty-feedback-vector,,,,,,,Optimization,,yes,Optimization
profile-heap-snapshot,,,,,,,Trace/Debug,,yes,Trace/Debug
proto-assign-seq-opt,,,,,,,Optimization,,yes,Optimization
random-gc-interval,,,,,,,GC/Memory,,yes,GC/Memory
random-seed,,,,,,,Data,,yes,Data
randomize-all-allocations,,,,,,,GC/Memory,,yes,GC/Memory
rcs,,,,,,,Trace/Debug,,yes,Trace/Debug
rcs-cpu-time,,,,,,,Trace/Debug,,yes,Trace/Debug
reclaim-unmodified-wrappers,,,,,,,GC/Memory,,yes,GC/Memory
redirect-code-traces,,,,,,,Trace/Debug,,yes,Trace/Debug
redirect-code-traces-to,,,,,,,Print,,yes,Print
regexp-assemble-from-bytecode,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
regexp-backtracks-before-fallback,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
regexp-interpret-all,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
regexp-optimization,,,,,,,Optimization,,yes,Optimization
regexp-peephole-optimization,,,,,,,Optimization,,yes,Optimization
regexp-possessive-quantifier,,,,,,,Language mode/features,,yes,Language mode/features
regexp-results-cache,,,,,,,Optimization,,yes,Optimization
regexp-simd,,,,,,,Optimization,,yes,Optimization
regexp-tier-up,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
regexp-tier-up-ticks,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
rehash-snapshot,,,,,,,GC/Memory,,yes,GC/Memory
reopt-after-lazy-deopts,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
reorder-builtins,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
reserve-contiguous-compressed-read-only-space,,,,,,,GC/Memory,,yes,GC/Memory
reserve-inline-budget-scale-factor,,,,,,,Turbofan,,yes,Turbofan
resize-large-object,,,,,,,GC/Memory,,yes,GC/Memory
retain-maps-for-n-gc,,,,,,,GC/Memory,,yes,GC/Memory
reuse-scope-infos,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
runtime-call-stats,,,,,,,Trace/Debug,,yes,Trace/Debug
sampling-heap-profiler-suppress-randomness,,,,,,,GC/Memory,,yes,GC/Memory
sandbox-fuzzing,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
sandbox-testing,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
scavenger-chaos-mode,,,,,,,GC/Memory,,yes,GC/Memory
scavenger-chaos-mode-threshold,,,,,,,GC/Memory,,yes,GC/Memory
scavenger-conservative-object-pinning,,,,,,,GC/Memory,,yes,GC/Memory
scavenger-precise-object-pinning,,,,,,,GC/Memory,,yes,GC/Memory
scavenger-promote-quarantined-pages,,,,,,,GC/Memory,,yes,GC/Memory
scavenger-updates-allocation-limit,,,,,,,GC/Memory,,yes,GC/Memory
script-context-cells,,,,,,,Optimization,,yes,Optimization
script-streaming,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
semi-space-growth-factor,,,,,,,GC/Memory,,yes,GC/Memory
serialization-statistics,,,,,,,GC/Memory,,yes,GC/Memory
shared-heap,,,,,,,GC/Memory,,yes,GC/Memory
shared-string-table,,,,,,,Data,,yes,Data
shared-strings,,,,,,,Data,,yes,Data
short-builtin-calls,,,,,,,Compiler/Tier Manager,,yes,Compiler/Tier Manager
shortcut-strings-with-stack,,,,,,,GC/Memory,,yes,GC/Memory
sim-arm64-optional-features,,,,,,,Generic,,yes,Generic
single-generation,,,,,,,GC/Memory,,yes,GC/Memory
single-threaded,,,,,,,Generic,,yes,Generic
single-threaded-gc,,,,,,,GC/Memory,,yes,GC/Memory
single-threaded-gc-in-background,,,,,,,GC/Memory,,yes,GC/Memory
slow-debug-code,,,,,,,Generic,,yes,Generic
slow-histograms,,,,,,,Trace/Debug,,yes,Trace/Debug
smi-string-cache-size,,,,,,,Data,,yes,Data
sparkplug,,,,,,,Sparkplug,,yes,Sparkplug
sparkplug-filter,,,,,,,Sparkplug,,yes,Sparkplug
sparkplug-needs-short-builtins,,,,,,,Sparkplug,,yes,Sparkplug
sparkplug-plus,,,,,,,Sparkplug,,yes,Sparkplug
specialize-code-for-one-byte-seq-strings,,,,,,,Maglev,,yes,Maglev
stack-size,,,,,,,GC/Memory,,yes,GC/Memory
stack-trace-limit,,,,,,,Trace/Debug,,yes,Trace/Debug
stack-trace-on-illegal,,,,,,,Trace/Debug,,yes,Trace/Debug
startup-blob,,,,,,,Print,,yes,Print
startup-src,,,,,,,Print,,yes,Print
sticky-mark-bits,,,,,,,GC/Memory,,yes,GC/Memory
stress-background-compile,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-branch-hinting,,,,,,,Wasm,,yes,Wasm
stress-compaction,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-compaction-random,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-concurrent-allocation,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-concurrent-inlining,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-concurrent-inlining-attach-code,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-flush-code,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-gc-during-compilation,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-ic,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-incremental-marking,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-inline,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-lazy-compilation,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-lazy-source-positions,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-maglev,,,,,,,Maglev,,yes,Maglev
stress-marking,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-per-context-marking-worklist,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-runs,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-sampling-allocation-profiler,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-scavenge,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-scavenger-conservative-object-pinning,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-scavenger-conservative-object-pinning-random,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-snapshot,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-turbo-late-spilling,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-validate-asm,,,,,,,Wasm,,yes,Wasm
stress-wasm-code-gc,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
stress-wasm-memory-moving,,,,,,,Wasm,,yes,Wasm
stress-wasm-stack-switching,,,,,,,Wasm,,yes,Wasm
strict-termination-checks,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
string-slices,,,,,,,Data,,yes,Data
super-ic,,,,,,,Optimization,,yes,Optimization
suppress-asm-messages,,,,,,,Wasm,,yes,Wasm
switch-table-min-cases,,,,,,,Optimization,,yes,Optimization
switch-table-spread-threshold,,,,,,,Optimization,,yes,Optimization
target-arch,,,,,,,Generic,,yes,Generic
target-is-simulator,,,,,,,Generic,,yes,Generic
target-os,,,,,,,Generic,,yes,Generic
test-only-unsafe,,,,,,,Generic,,yes,Generic
test-small-max-function-context-stub-size,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
testing-bool-flag,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
testing-float-flag,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
testing-int-flag,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
testing-maybe-bool-flag,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
testing-prng-seed,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
testing-string-flag,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
text-is-readable,,,,,,,Generic,,yes,Generic
trace,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-all-uses,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-allocation-stack-interval,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-asm-parser,,,,,,,Wasm,,yes,Wasm
trace-asm-scanner,,,,,,,Wasm,,yes,Wasm
trace-asm-time,,,,,,,Wasm,,yes,Wasm
trace-backing-store,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-baseline,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-baseline-batch-compilation,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-block-coverage,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-code-range-allocation,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-compilation-dependencies,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-compiler-dispatcher,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-concurrent-marking,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-concurrent-recompilation,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-context-disposal,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-contexts,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-creation-allocation-sites,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-deopt,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-deopt-verbose,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-deserialization,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-detached-contexts,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-duplicate-threshold-kb,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-elements-transitions,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-environment-liveness,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-evacuation,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-evacuation-candidates,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-experimental-regexp-engine,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-file-names,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-flush-code,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-for-in-enumerate,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-fragmentation,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-fragmentation-verbose,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc-freelists,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc-freelists-verbose,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc-heap-layout,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc-heap-layout-ignore-minor-gc,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc-ignore-scavenger,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc-nvp,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc-object-stats,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc-object-stats-all-objects,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-gc-verbose,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-generalization,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-heap-broker,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-heap-broker-verbose,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-ignition-codegen,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-ignition-dispatches-output-file,,,,,,,Print,,yes,Print
trace-incremental-marking,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-isolates,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-lazy,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-liftoff,,,,,,,Wasm,,yes,Wasm
trace-maglev-escape-analysis,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-maglev-graph-building,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-maglev-inlining,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-maglev-kna-processor,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-maglev-loop-speeling,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-maglev-object-tracking,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-maglev-phi-untagging,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-maglev-range-analysis,,,,,,,Maglev,,yes,Maglev
trace-maglev-regalloc,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-memory-balancer,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-memory-reducer,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-migration,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-minor-ms-parallel-marking,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-module-status,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-mutator-utilization,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-normalization,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-number-string-cache,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-opt,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-opt-stats,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-opt-status,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-opt-verbose,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-osr,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-page-promotions,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-parallel-scavenge,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-pending-allocations,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-pretenuring,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-pretenuring-statistics,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-protector-invalidation,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-prototype-users,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-rail,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-read-only-promotion,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-read-only-promotion-verbose,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-regexp-assembler,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-regexp-bytecodes,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-regexp-graph,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-regexp-parser,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-regexp-peephole-optimization,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-regexp-tier-up,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-representation,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-resize-large-object,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-serializer,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-side-effect-free-debug-evaluate,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-store-elimination,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-stress-marking,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-stress-scavenge,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-temporal,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-track-allocation-sites,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-alloc,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-bailouts,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-ceq,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-cfg-file,,,,,,,Print,,yes,Print
trace-turbo-escape,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-file-prefix,,,,,,,Print,,yes,Print
trace-turbo-filter,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-graph,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-inlining,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-jt,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-load-elimination,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-loop,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-path,,,,,,,Print,,yes,Print
trace-turbo-reduction,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-scheduled,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-scheduler,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-stack-accesses,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-trimming,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbo-types,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-turbolev-graph-building,,,,,,,Turbolev,,yes,Turbolev
trace-unmapper,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-verify-csa,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-wasm,,,,,,,Wasm,,yes,Wasm
trace-wasm-code-gc,,,,,,,Wasm,,yes,Wasm
trace-wasm-compilation-times,,,,,,,Wasm,,yes,Wasm
trace-wasm-compiler,,,,,,,Wasm,,yes,Wasm
trace-wasm-decoder,,,,,,,Wasm,,yes,Wasm
trace-wasm-globals,,,,,,,Wasm,,yes,Wasm
trace-wasm-inlining,,,,,,,Wasm,,yes,Wasm
trace-wasm-instances,,,,,,,Wasm,,yes,Wasm
trace-wasm-lazy-compilation,,,,,,,Wasm,,yes,Wasm
trace-wasm-loop-peeling,,,,,,,Wasm,,yes,Wasm
trace-wasm-memory,,,,,,,Wasm,,yes,Wasm
trace-wasm-native-heap,,,,,,,Wasm,,yes,Wasm
trace-wasm-offheap-memory,,,,,,,Wasm,,yes,Wasm
trace-wasm-revectorize,,,,,,,Wasm,,yes,Wasm
trace-wasm-serialization,,,,,,,Wasm,,yes,Wasm
trace-wasm-simd-shuffle,,,,,,,Wasm,,yes,Wasm
trace-wasm-stack-switching,,,,,,,Wasm,,yes,Wasm
trace-wasm-streaming,,,,,,,Wasm,,yes,Wasm
trace-wasm-typer,,,,,,,Wasm,,yes,Wasm
trace-zone-stats,,,,,,,Trace/Debug,,yes,Trace/Debug
trace-zone-type-stats,,,,,,,Trace/Debug,,yes,Trace/Debug
track-detached-contexts,,,,,,,GC/Memory,,yes,GC/Memory
track-field-types,,,,,,,GC/Memory,,yes,GC/Memory
track-gc-object-stats,,,,,,,GC/Memory,,yes,GC/Memory
transition-strings-during-gc-with-stack,,,,,,,GC/Memory,,yes,GC/Memory
trap-on-abort,,,,,,,Generic,,yes,Generic
turbo-allocation-folding,,,,,,,Turbofan,,yes,Turbofan
turbo-cf-optimization,,,,,,,Turbofan,,yes,Turbofan
turbo-compress-frame-translations,,,,,,,Turbofan,,yes,Turbofan
turbo-elide-frames,,,,,,,Turbofan,,yes,Turbofan
turbo-escape,,,,,,,Turbofan,,yes,Turbofan
turbo-fast-api-calls,,,,,,,Turbofan,,yes,Turbofan
turbo-filter,,,,,,,Turbofan,,yes,Turbofan
turbo-inline-array-builtins,,,,,,,Turbofan,,yes,Turbofan
turbo-inline-js-wasm-calls,,,,,,,Turbofan,,yes,Turbofan
turbo-inlining,,,,,,,Turbofan,,yes,Turbofan
turbo-instruction-scheduling,,,,,,,Turbofan,,yes,Turbofan
turbo-jt,,,,,,,Turbofan,,yes,Turbofan
turbo-load-elimination,,,,,,,Turbofan,,yes,Turbofan
turbo-log-builtins-count-input,,,,,,,Print,,yes,Print
turbo-loop-peeling,,,,,,,Turbofan,,yes,Turbofan
turbo-loop-rotation,,,,,,,Turbofan,,yes,Turbofan
turbo-loop-variable,,,,,,,Turbofan,,yes,Turbofan
turbo-move-optimization,,,,,,,Turbofan,,yes,Turbofan
turbo-optimize-apply,,,,,,,Turbofan,,yes,Turbofan
turbo-optimize-inlined-js-wasm-wrappers,,,,,,,Turbofan,,yes,Turbofan
turbo-optimize-math-minmax,,,,,,,Turbofan,,yes,Turbofan
turbo-profiling,,,,,,,Turbofan,,yes,Turbofan
turbo-profiling-input,,,,,,,Print,,yes,Print
turbo-profiling-output,,,,,,,Print,,yes,Print
turbo-profiling-verbose,,,,,,,Turbofan,,yes,Turbofan
turbo-rewrite-far-jumps,,,,,,,Turbofan,,yes,Turbofan
turbo-splitting,,,,,,,Turbofan,,yes,Turbofan
turbo-stats,,,,,,,Turbofan,,yes,Turbofan
turbo-stats-nvp,,,,,,,Turbofan,,yes,Turbofan
turbo-stats-wasm,,,,,,,Wasm,,yes,Wasm
turbo-store-elimination,,,,,,,Turbofan,,yes,Turbofan
turbo-stress-instruction-scheduling,,,,,,,Testing/Fuzzing,,yes,Testing/Fuzzing
turbo-string-builder,,,,,,,Turbofan,,yes,Turbofan
turbo-typer-hardening,,,,,,,Turbofan,,yes,Turbofan
turbo-verify,,,,,,,Turbofan,,yes,Turbofan
turbo-verify-allocation,,,,,,,Turbofan,,yes,Turbofan
turbo-verify-machine-graph,,,,,,,Turbofan,,yes,Turbofan
turbo-wasm-address-reassociation,,,,,,,Turbofan,,yes,Turbofan
turbofan,,,,,,,Turbofan,,yes,Turbofan
turbofan-inline-date-accessors,,,,,,,Turbofan,,yes,Turbofan
turbolev,,,,,,,Turbolev,,yes,Turbolev
turbolev-additive-safe-int-feedback,,,,,,,Turbolev,,yes,Turbolev
turbolev-future,,,,,,,Turbolev,,yes,Turbolev
turbolev-inline-js-wasm-wrappers,,,,,,,Turbolev,,yes,Turbolev
